token,count,trait,canonical,how,examples
披針形花冠,1,,,UNMAPPED,烏皮九芎
披針形花冠裂片,1,,,UNMAPPED,白樹
披針形苞片,1,,,UNMAPPED,恆春石斑木
披針形葉武威山地理型態,1,,,UNMAPPED,臺灣枇杷
披針形葉片具柄及3出脈,1,,,UNMAPPED,貝氏鹽藻
披針狀卵圓形,1,,,UNMAPPED,呂宋青藤
披針狀橢圓形葉,1,,,UNMAPPED,臺灣水絲梨
披針狀橢圓形葉形,1,,,UNMAPPED,枯里珍
披針狀葉,1,,,UNMAPPED,千屈菜
披針狀長橢圓形,1,,,UNMAPPED,假厚皮香
抱莖基部,1,,,UNMAPPED,野蕎麥
抱莖葉基部,1,,,UNMAPPED,鴨跖草
抱莖葉鞘,1,,,UNMAPPED,西河柳
抱蒴呈現深棕色或黑色,1,,,UNMAPPED,粗毛扭葉苔
抱蒴圓柱形且無脊,1,,,UNMAPPED,疣小金髮苔
抱蒴稍傾斜略不對稱,1,,,UNMAPPED,捲葉鳳尾苔
拱形枝條,1,,,UNMAPPED,連翹
挺出水面葉片,1,,,UNMAPPED,荷花
挺水和沉水莖的明顯區別,1,,,UNMAPPED,異葉石龍尾
挺水植株莖上覆蓋柔毛,1,,,UNMAPPED,卡羅萊納過長沙(虎耳草)
挺水與沉水莖形態的明顯差異,1,,,UNMAPPED,無柄花石龍尾
挺水草本,1,,,UNMAPPED,大安水簑衣
挺水莖具分枝稍具直柔毛至光滑紫色,1,,,UNMAPPED,桃園石龍尾
挺水葉具細毛,1,,,UNMAPPED,瑞氏蓮子草(大紅葉)
挺水葉半抱莖細鋸齒緣,1,leaf_margin,serrate,rule:margin,異葉石龍尾
挺水葉小羽片線狀錐形數量多18-24-36個,1,,,UNMAPPED,水聚藻(粉綠狐尾藻、綠羽毛草)
挺水葉深裂開花時葉片全緣橢圓形至披針形,1,leaf_margin,entire,rule:margin,桃園石龍尾
挺水葉開花莖上多變裂片呈現不同程度的裂解,1,leaf_margin,lobed,rule:margin,無柄花石龍尾
挺立花梗,1,,,UNMAPPED,百子蓮
捕蟲葉具有獨特功能,1,,,UNMAPPED,金錢草
捲旋扭曲莢果,1,,,UNMAPPED,旋莢相思樹
捲旋花冠裂片,1,,,UNMAPPED,牛碲藤
捲旋莢果,1,,,UNMAPPED,直幹相思
捲邊殼斗,1,,,UNMAPPED,金斗櫟
捲鬚狀,1,,,UNMAPPED,蒜香藤
掌狀三出葉,1,,,UNMAPPED,恆春野百合
掌狀分裂的葉片,1,leaf_margin,lobed,rule:margin,小花黃蓳
掌狀或羽狀複葉,1,,,UNMAPPED,木通科
掌狀深裂葉緣,1,leaf_margin,lobed,rule:margin,廣東油桐
掌狀淺裂葉,1,leaf_margin,lobed,rule:margin,瓜葉菊
掌狀葉序,1,,,UNMAPPED,江某
掌狀裂葉/掌狀複葉,1,leaf_margin,lobed,rule:margin,酒瓶樹
掌狀裂葉可能,1,leaf_margin,lobed,rule:margin,蜀葵
掌狀複葉具3小葉,1,,,UNMAPPED,魚木屬
排水良好適應性,1,,,UNMAPPED,東京漆
採集地點：台灣桃園縣龍潭鄉為目前已知唯一記錄地,1,,,UNMAPPED,格菱
揉搓葉片有臭味,1,,,UNMAPPED,豆腐柴
描述資料不足需進一步研究,1,,,UNMAPPED,菲島福木
提琴形葉,1,leaf_shape,fiddle,strip:提琴形,日日櫻
揮發性油,1,,,UNMAPPED,埔姜仔
搓揉葉片有腥味,1,,,UNMAPPED,瑪瑙珠
摺合小葉,1,,,UNMAPPED,古古椰子
撕裂狀纖維葉緣,1,leaf_margin,lobed,rule:margin,瀧之白絲
擴散迅速具有侵略性,1,,,UNMAPPED,光冠水菊
攀援生長,1,,,UNMAPPED,金銀花
攀緣生長,1,,,UNMAPPED,蒜香藤
攀緣生長習性,1,,,UNMAPPED,蘭嶼千金藤
收斂止血,1,,,UNMAPPED,小六角
放射對稱花朵,1,,,UNMAPPED,茶科
放射狀叢生的劍形葉,1,leaf_arrangement,basal,contains:叢生,萬年麻
放射狀對稱的花朵,1,,,UNMAPPED,木通科
放射狀毛葉背,1,,,UNMAPPED,赤血仔
放射狀毛葉背面,1,,,UNMAPPED,栓葉安息香
放射狀花朵,1,,,UNMAPPED,毛茉莉
散生稈,1,,,UNMAPPED,江南竹
散生葉片,1,,,UNMAPPED,紅瓶刷子樹
整體外觀呈現扇形,1,,,UNMAPPED,輻形叉珊藻
整體輪廓呈圓形,1,,,UNMAPPED,網胰藻
斑葉品種商品化為五彩千年木,1,,,UNMAPPED,鑲邊竹蕉
斑葉品種白斑/淺黃色斑,1,,,UNMAPPED,熊掌木
斑葉品種部分,1,,,UNMAPPED,心葉蔓綠絨
斑駁葉片,1,,,UNMAPPED,黛粉葉
斑駁葉色白粉紅紅黃,1,,,UNMAPPED,彩葉芋
斑駁葉色紅褐紫,1,,,UNMAPPED,威氏鐵莧
斑駁葉面,1,,,UNMAPPED,粗肋草
斜上昇或下垂枝條,1,,,UNMAPPED,洋紫荊
斜上昇或直立的細長枝條,1,,,UNMAPPED,金雀花
斜卵狀圓錐形果實,1,,,UNMAPPED,臺灣榆
斧形翅,1,,,UNMAPPED,牛尾杉
新芽白色細絨毛觸感柔軟,1,,,UNMAPPED,白新木薑子
新鮮時有芳香氣味,1,,,UNMAPPED,紫背蘚
新鮮時葉為黃綠色葉細胞內含有小油體,1,,,UNMAPPED,服部羽蘚
族群內自交不稔,1,,,UNMAPPED,水豬母乳(圓葉節節菜)
旗瓣圓形,1,,,UNMAPPED,山螞蝗
旗瓣寬,1,,,UNMAPPED,木田青
旗瓣寬大,1,,,UNMAPPED,白蝴蝶
旗瓣顏色較深,1,,,UNMAPPED,羊蹄甲
旗瓣黃斑點,1,,,UNMAPPED,蝶豆
日日見花,1,,,UNMAPPED,紫花翠蘆莉
日本原生,1,,,UNMAPPED,偃柏
日本商陸分佈廣泛可見於全島低中高海拔地區,1,,,UNMAPPED,商陸科
早春開花,1,,,UNMAPPED,連翹
早期皮質細胞形成使得葉片增厚並扭曲,1,,,UNMAPPED,猩紅斜網藻
早苗蓼：莖具紅斑葉面有棕色腺斑,1,,,UNMAPPED,白苦柱
早落花瓣,1,,,UNMAPPED,臺灣赤楠
早落葉鞘,1,,,UNMAPPED,華山松
明顯側脈,1,,,UNMAPPED,卵果肉豆蔻
明顯縱稜,1,,,UNMAPPED,大花咸豐草
明顯脈紋,1,,,UNMAPPED,印度橡膠樹
明顯花柱,1,,,UNMAPPED,紅海欖
明顯葉耳,1,,,UNMAPPED,黑麥草
星形花,1,,,UNMAPPED,朧月
星形花冠,1,,,UNMAPPED,花煙草
星形花朵,1,,,UNMAPPED,毬蘭
星狀毛莖,1,,,UNMAPPED,野路葵
星狀毛葉背及枝條,1,,,UNMAPPED,華參
星狀的花被片外綠內紫紅或白色,1,,,UNMAPPED,濱水菜
星狀短毛,1,,,UNMAPPED,莢迷
星狀腺毛,1,,,UNMAPPED,合軸莢迷
星狀花,1,,,UNMAPPED,蜘蛛百合
星狀花形,1,,,UNMAPPED,滿天星
星狀裂瓣,1,,,UNMAPPED,紅葉金花
星狀裂花冠,1,,,UNMAPPED,露絲玉葉金花
星狀軟毛,1,,,UNMAPPED,金午時花
星芒狀果實,1,,,UNMAPPED,五稜子
春夏季開花,1,,,UNMAPPED,粉萼鼠尾草
春季至夏季開花,1,,,UNMAPPED,柳葉山茶
春季開花春石斛,1,,,UNMAPPED,石斛蘭
春或夏季開花,1,,,UNMAPPED,石楠
春末至秋天開花,1,,,UNMAPPED,黑眼鄧伯花
春秋開花,1,,,UNMAPPED,金絲桃
時常可見其脫離基質並漂浮於水面,1,,,UNMAPPED,寬礁膜
時常形成增生葉,1,,,UNMAPPED,平鋪網地藻
晚香,1,,,UNMAPPED,洋金花
景觀樹,1,,,UNMAPPED,茜草樹
暗紅色旗瓣與翼瓣,1,,,UNMAPPED,煉莢豆
暗紅色葉柄,1,,,UNMAPPED,臺灣紅榨
暗紅色葉面,1,,,UNMAPPED,尖葉洋莧
暗紫紅色花,1,,,UNMAPPED,過山龍
暗紫色毛,1,,,UNMAPPED,坭竹
暗紫色毛籜片,1,,,UNMAPPED,鬱竹
暗紫色漿果狀蒴果,1,,,UNMAPPED,臺灣白珠樹
暗紫色花朵,1,,,UNMAPPED,賽芻豆
暗綠色葉面,1,,,UNMAPPED,椿木
暗褐色斑塊,1,,,UNMAPPED,桂竹
暗褐色樹皮,1,,,UNMAPPED,赤血仔
最先端枝條扁平細胞大形且葉綠體少幾近透明,1,,,UNMAPPED,羽枝片葉蘚
最早開花,1,,,UNMAPPED,報春花
有刺枝條,1,,,UNMAPPED,刺桐
有孕性花,1,,,UNMAPPED,臺灣蝴蝶戲珠花
有性生殖以2條鞭毛配子達成,1,,,UNMAPPED,帚狀綠毛藻
有性生殖產生2鞭毛的頂生配子,1,,,UNMAPPED,羽葉蕨藻
有性生殖產生2鞭毛的頂生配子於直立枝表面突起釋出,1,,,UNMAPPED,總狀蕨藻大葉變種
有性生殖產生2鞭毛的頂生配子於直立校產生並由表面突起釋出,1,,,UNMAPPED,總狀蕨藻棒狀變種
有性生殖產生2鞭毛頂生配子由直立枝表面突起釋出,1,,,UNMAPPED,舌葉蕨藻
有性生殖藉由同形配子的受精進行,1,,,UNMAPPED,黑葉小網藻
有柄小穗先端銳尖或漸尖,1,,,UNMAPPED,扁穗牛鞭草
有機農法應用,1,,,UNMAPPED,芸香
有毒果實,1,,,UNMAPPED,大武八角
有毒根和種子,1,,,UNMAPPED,紫茉莉
有毒汁液,1,,,UNMAPPED,台東漆
有毛,1,surface_hair,pubescent,direct,九重葛
有毛子房,1,,,UNMAPPED,茶子樹
有毛花柱,1,,,UNMAPPED,高山新木薑子
有毛花被,1,,,UNMAPPED,高山新木薑子
有翅蒴果,1,,,UNMAPPED,酒瓶蘭
有鉤刺,1,,,UNMAPPED,紫萼懸鉤子
有限枝條呈現複羽狀分枝且管徑變化明顯,1,,,UNMAPPED,柔弱捲枝藻
朔果,1,,,UNMAPPED,金毛杜鵑
木本植物,1,,,UNMAPPED,台灣及己
木材可供建築使用,1,,,UNMAPPED,山礬
木材堅硬,1,,,UNMAPPED,青皮樹
木材堅硬具有重要的經濟價值,1,,,UNMAPPED,櫟屬
木材紅色,1,,,UNMAPPED,春陽樹
木材細緻強韌,1,,,UNMAPPED,疏花衛矛
木材緊密,1,,,UNMAPPED,茜草樹
木材貴重,1,,,UNMAPPED,扁柏
木栓質果皮,1,,,UNMAPPED,欖仁
木立型秋海棠,1,,,UNMAPPED,露西那秋海棠
木質,1,,,UNMAPPED,蘭嶼魚藤
木質化小喬木,1,,,UNMAPPED,香龍血樹
木質化根,1,,,UNMAPPED,碎米柴
木質化老莖有縱裂,1,,,UNMAPPED,煙斗花藤
木質化開裂的毬果,1,,,UNMAPPED,側柏
木質宿存花萼果實,1,,,UNMAPPED,木玫瑰
木質果鱗,1,,,UNMAPPED,肯氏南洋杉
木質樹皮,1,,,UNMAPPED,臺灣雲杉
木質球果,1,,,UNMAPPED,側柏
木質莖,1,,,UNMAPPED,常春藤
木質藤本或灌木/喬木,1,,,UNMAPPED,防己科
木質藤本莖光滑,1,,,UNMAPPED,荖藤
未定,1,,,UNMAPPED,七葉藤
未提供資料,1,,,UNMAPPED,太魯閣櫟
未明確形態特徵,1,,,UNMAPPED,雙花金絲桃
未記載詳細形態特徵,1,,,UNMAPPED,澀葉榕
末端具備囊狀枝直徑約2～9毫米高度為3～12毫米,1,,,UNMAPPED,厚壁葡萄藻
末端具膨大塊莖,1,,,UNMAPPED,
末端及次末端小枝為顯著的平坦狀小葉,1,,,UNMAPPED,猩紅斜網藻
末端小枝短而瘤狀或圓形,1,,,UNMAPPED,波狀軟骨凹頂藻
朱紅色果實,1,,,UNMAPPED,細葉虎刺
朱紅色核果,1,,,UNMAPPED,無刺伏牛花
朵形花被筒,1,,,UNMAPPED,忍冬葉桑寄生
杏仁香味葉片,1,,,UNMAPPED,桃仁
材質輕,1,,,UNMAPPED,檬果
杯型花,1,,,UNMAPPED,萬年麻
杯果呈球形或略扁圓形成熟時呈紅色至深紅色,1,fruit_shape,globose,rule:fruit,紅豆杉屬
杯狀假果,1,,,UNMAPPED,臺灣粗榧
杯狀副花冠,1,,,UNMAPPED,臺灣杯冠藤
杯狀總苞,1,,,UNMAPPED,赤皮杜仔
杯狀花冠,1,,,UNMAPPED,山馬蹄
杯狀萼筒,1,,,UNMAPPED,柿糊
東南亞植物,1,,,UNMAPPED,茜草樹
東部平野雜草,1,,,UNMAPPED,小葶藶
松樹狀葉片,1,,,UNMAPPED,松紅梅
林下植生,1,,,UNMAPPED,毛雞屎樹
林下灌叢,1,,,UNMAPPED,裡白忍冬
林緣分布,1,,,UNMAPPED,大井忍冬
果孢子球形至卵圓形直徑約17～24μm,1,fruit_shape,globose,rule:fruit,細基龍鬚菜
果孢子體呈現1～2個圓形的產胞葉約250～450μm大小,1,,,UNMAPPED,縱胞藻
果孢子體大具有寬廣基部著生於短且膨脹的棒狀形小枝,1,,,UNMAPPED,蘆筍藻
果孢子體為雙葉狀呈球形約300～700μm大,1,fruit_shape,globose,rule:fruit,藍子藻
果孢枝由3個細胞組成囊果於小枝末端形成,1,,,UNMAPPED,匍匐擬石花藻
果實,1,,,UNMAPPED,綠萼梅
果實上附有厚厚的線狀毛是其最顯著的特徵,1,,,UNMAPPED,皮孫木
果實側扁的橢圓形,1,fruit_shape,ellipsoid,rule:fruit,絲葉石龍尾
果實光滑無斑點有宿存花萼,1,,,UNMAPPED,四萼獼猴桃
果實內含有乳狀汁液和可食用的核,1,,,UNMAPPED,麵包樹
果實具4-5公分長角狀結構肩角尖銳且水平略微上升,1,,,UNMAPPED,二角菱(赤菱、菱)
果實具有1頂刺2基刺和2側刺的特徵,1,,,UNMAPPED,五角金魚藻
果實具有1頂刺和2基刺,1,,,UNMAPPED,金魚藻
果實具有一頂刺,1,,,UNMAPPED,細金魚藻
果實具有翅狀結構或被膨大的總苞所包覆,1,,,UNMAPPED,蓮葉桐科
果實具有腺體吸引鳥類取食,1,,,UNMAPPED,腺果藤
果實具有長達8公分的角狀結構,1,,,UNMAPPED,
果實具有食用價值,1,,,UNMAPPED,山柑
果實具稜或瘤狀突起,1,,,UNMAPPED,皮孫木屬
果實具翅或被膨大的總苞所包覆,1,,,UNMAPPED,蓮葉桐科
果實包藏於宿存花萼中成熟時呈黑褐色,1,,,UNMAPPED,滿天星
果實包藏於肉質花萼中扁圓形褐色,1,leaf_texture,succulent,rule:texture,早苗蓼
果實卵至球形,1,fruit_shape,globose,rule:fruit,庭菖蒲
果實可食用,1,,,UNMAPPED,小構樹
果實含有胡椒醛,1,,,UNMAPPED,山胡椒
果實呈卵形,1,fruit_shape,ovoid,rule:fruit,貝氏鹽藻
果實呈圓形,1,,,UNMAPPED,桂葉黃梅
果實呈圓錐形萼片宿存反捲,1,,,UNMAPPED,五梨跤
果實呈廣倒卵形外果皮略木質化,1,fruit_shape,ovoid,rule:fruit,過江藤
果實呈扁闊卵形,1,fruit_shape,ovoid,rule:fruit,大還魂
果實呈暗紫色橢圓形,1,fruit_shape,ellipsoid,rule:fruit,太魯閣小檗
果實呈暗紫色橢圓形具無柄宿存柱頭,1,fruit_shape,ellipsoid,rule:fruit,眠月小檗
果實呈暗紫色橢圓形帶有宿存柱頭,1,fruit_shape,ellipsoid,rule:fruit,台灣小檗
果實呈杯狀,1,,,UNMAPPED,大葉苦櫧
果實呈漿果狀且顏色鮮豔,1,,,UNMAPPED,毛花山柑
果實呈漿果狀成熟時為黑色,1,,,UNMAPPED,薄葉柃木
果實呈現紅色或黑色,1,,,UNMAPPED,小檗屬
果實呈球形或略呈長橢圓形果皮黑色,1,fruit_shape,globose,rule:fruit,山龍眼屬
果實呈球狀或卵形,1,fruit_shape,ovoid,rule:fruit,刀葉桑寄生
果實呈白色或淡綠色帶有肉質感,1,leaf_texture,succulent,rule:texture,白肉榕
果實呈紅色,1,,,UNMAPPED,長葉小檗
果實呈菱形帶有瘤狀突起,1,,,UNMAPPED,菱果石櫟
果實呈藍綠色,1,,,UNMAPPED,綠島榕
果實呈藍黑色,1,,,UNMAPPED,蓮葉桐
果實呈錐形帶刺狀物,1,,,UNMAPPED,錐果櫟
果實呈長橢圓形毬果狀,1,fruit_shape,ellipsoid,rule:fruit,木麻黃
果實基部具杯斗狀特徵,1,,,UNMAPPED,大香葉樹
果實堅果狀棕色或黑色,1,,,UNMAPPED,單葉鹹草
果實堅果狀被紅色肉質假種皮包裹,1,leaf_texture,succulent,rule:texture,紅豆杉科
果實多樣化可為漿果核果或蒴果,1,,,UNMAPPED,茶科
果實多而密集,1,,,UNMAPPED,多果雞爪草
果實宿萼反捲,1,,,UNMAPPED,水筆仔
果實小而橢圓形呈綠色且光滑,1,fruit_shape,ellipsoid,rule:fruit,甘藻
果實帶有齒牙,1,,,UNMAPPED,連明子
果實常形成聚合果,1,,,UNMAPPED,桑科 (林志忠著)
果實常有腺體,1,,,UNMAPPED,皮孫木屬
果實常組成聚合果,1,,,UNMAPPED,桑科 (林志忠著)
果實常見瘦果或蓇葖果,1,,,UNMAPPED,毛茛科
果實常見蒴果或漿果,1,,,UNMAPPED,山柑科
果實形狀特殊,1,,,UNMAPPED,梔子花
果實形狀與大小：需參考Nakai原始描述,1,,,UNMAPPED,格菱
果實形狀類似雞爪,1,,,UNMAPPED,多果雞爪草
果實成熟後呈現紅色,1,,,UNMAPPED,大赦婆榕
果實成熟後呈紅色,1,,,UNMAPPED,蔓榕
果實成熟後呈紅色至紫色,1,,,UNMAPPED,大冇榕
果實成熟後呈黑色,1,,,UNMAPPED,山柚
果實成熟後呈黑色或紫黑色,1,,,UNMAPPED,小葉朴
果實成熟後呈黑色或近黑色,1,,,UNMAPPED,垂榕
果實成熟後果梗膨大並垂下浮於水面,1,,,UNMAPPED,黃花藺
果實成熟後發出鉤狀結構易附著於動物,1,,,UNMAPPED,皮孫木
果實成熟後與稃及小穗軸一起脫落穎仍存留在小穗柄上,1,,,UNMAPPED,雙稃草
果實成熟時不規則開裂,1,,,UNMAPPED,水蘊草
果實成熟時不開裂,1,,,UNMAPPED,水王孫
果實成熟時呈紅色,1,,,UNMAPPED,高山小檗
果實成熟時呈紅色或黃色可食用,1,,,UNMAPPED,天仙果
果實成熟時散發濃郁氣味,1,,,UNMAPPED,蘭嶼麵包樹
果實成熟時黑色,1,,,UNMAPPED,小葉朴
果實扁平具稜脊,1,,,UNMAPPED,蕎麥
果實扁平廣倒卵形成熟時呈黑褐色,1,fruit_shape,ovoid,rule:fruit,雲林莞草
果實於水面下不規則開裂,1,,,UNMAPPED,藍睡蓮
果實是肉質漿果,1,leaf_texture,succulent,rule:texture,山柑屬
果實有6稜,1,,,UNMAPPED,蜂窩馬兜鈴
果實有毒,1,,,UNMAPPED,八角仔
果實為不開裂的角果具深凹狀結構,1,,,UNMAPPED,濱芥屬
果實為乾或肉質核果或漿果,1,leaf_texture,succulent,rule:texture,胡椒科
果實為卵形蒴果內含線狀種子,1,fruit_shape,ovoid,rule:fruit,馬鞍藤
果實為堅果,1,,,UNMAPPED,野荸薺
果實為堅果核果或翅果,1,,,UNMAPPED,胡桃科
果實為堅果狀,1,,,UNMAPPED,石朴
果實為堅果狀具杯盤狀苞片,1,,,UNMAPPED,柳葉石櫟
果實為堅果狀可食用,1,,,UNMAPPED,朴樹
果實為堅果狀外觀獨特,1,,,UNMAPPED,捲斗櫟
果實為堅果狀成熟時黑色或紫黑色,1,,,UNMAPPED,朴樹
果實為壺狀球形蒴果內含六粒種子,1,fruit_shape,globose,rule:fruit,假葉下珠
果實為小囊果,1,,,UNMAPPED,細枝柃木
果實為小堅果呈卵形或圓形,1,fruit_shape,ovoid,rule:fruit,蕺菜
果實為小堅果或瘦果,1,,,UNMAPPED,蓼科
果實為小堅果顏色深暗,1,,,UNMAPPED,早苗蓼
果實為小堅果黑色至深褐色,1,,,UNMAPPED,水蓼
果實為小核果,1,,,UNMAPPED,櫸屬
果實為懸掛狀聚花果成熟後呈紅色或近黑色,1,,,UNMAPPED,大葉赤榕
果實為扁平長角果蒴片邊緣突出於蒴片外,1,,,UNMAPPED,焊菜
果實為木質球果,1,,,UNMAPPED,化香樹
果實為杯狀假種子成熟時呈紅色至橙紅色,1,,,UNMAPPED,紅豆杉屬
果實為橡子狀堅果具有杯盤狀苞片,1,,,UNMAPPED,狹葉櫟
果實為殼斗和核果組成,1,,,UNMAPPED,水青岡屬
果實為漿果或核果,1,,,UNMAPPED,桑寄生科
果實為漿果或蒴果,1,,,UNMAPPED,小檗科
果實為漿果或蒴果部分種類具有絨毛和斑點,1,,,UNMAPPED,獼猴桃科
果實為球形,1,fruit_shape,globose,rule:fruit,菲律賓楠
果實為球形的聚合果瘦果兩側凸起,1,fruit_shape,globose,rule:fruit,掌葉毛茛
果實為球形的聚合果瘦果扁平倒卵狀圓形,1,fruit_shape,globose,rule:fruit,禺毛茛
果實為球形聚合果瘦果兩側凸起,1,fruit_shape,globose,rule:fruit,掌葉毛茛
果實為瘦果,1,,,UNMAPPED,柳屬
果實為瘦果呈橢圓形或近球形,1,fruit_shape,globose,rule:fruit,楮樹
果實為瘦果或堅果帶稜且覆蓋腺毛,1,,,UNMAPPED,紫茉莉科
果實為紅色假種皮包圍的核果狀,1,,,UNMAPPED,穗花杉科
果實為紅色假種皮包裹的核果狀,1,,,UNMAPPED,穗花杉科
果實為紅色假種皮包覆的核果狀,1,,,UNMAPPED,穗花杉科
果實為細長的莢果,1,,,UNMAPPED,焊菜
果實為線形瘦果,1,,,UNMAPPED,漢防己
果實為翅果周圍有膜翅,1,,,UNMAPPED,榆屬
果實為翅果狀,1,,,UNMAPPED,銳葉山黃麻
果實為聚合果由肉質花被和瘦果組成,1,leaf_texture,succulent,rule:texture,構樹屬
果實為肉質的蓇葖果或漿果,1,leaf_texture,succulent,rule:texture,木通科
果實為胞果由花被和宿苞包覆,1,,,UNMAPPED,台灣濱藜
果實為膜質蒴果具污垢狀鱗片,1,,,UNMAPPED,垢果山茶
果實為蒴果,1,,,UNMAPPED,尾葉山茶
果實為蒴果且孔裂開,1,,,UNMAPPED,罌粟屬
果實為蒴果可孔裂或縱裂開裂,1,,,UNMAPPED,罌粟科
果實為長橢圓或球形的聚合果,1,fruit_shape,globose,rule:fruit,毛茛
果實為長角果,1,,,UNMAPPED,抪娘蒿
果實為長角果具稜角,1,,,UNMAPPED,山芥屬
果實為長角果具稜角且蒴片具有明顯中肋,1,,,UNMAPPED,山芥屬
果實為長角果狀且扁平,1,,,UNMAPPED,筷子芥屬
果實為長角果狀扁平且具有明顯中脈,1,,,UNMAPPED,筷子芥屬
果實為黑熟多汁的核果,1,,,UNMAPPED,姬草海桐
果實為黑色或深棕色的瘦果,1,,,UNMAPPED,小酸模
果實球形紅色且具腺點,1,fruit_shape,globose,rule:fruit,大羅傘
果實球狀,1,,,UNMAPPED,皮孫木
果實球狀成熟時呈藍色或黑色,1,,,UNMAPPED,香青
果實球狀或近球狀成熟時呈黑色或深藍色,1,,,UNMAPPED,椆櫟柿寄生
果實由肉質假種皮包圍,1,leaf_texture,succulent,rule:texture,三尖杉科
果實由萼片包裹,1,,,UNMAPPED,第倫桃
果實線形由佛焰苞包圍,1,,,UNMAPPED,無尾水篩(瘤果簀藻)
果實與花同時存在於同一花序,1,,,UNMAPPED,五爪木
果實藍紫色光澤,1,,,UNMAPPED,山豬枷
果實表面光滑或具絨毛有斑點,1,,,UNMAPPED,獼猴桃科
果實表面有腺體,1,,,UNMAPPED,腺果藤
果實被佛焰苞包裹,1,,,UNMAPPED,水車前
果實被宿存花萼包裹,1,,,UNMAPPED,皮孫木屬
果實被宿存花萼包裹並具稜或瘤狀突起及腺體,1,,,UNMAPPED,皮孫木屬
果實被杯狀的杯盤包裹,1,,,UNMAPPED,栓皮櫟
果實被毛,1,,,UNMAPPED,毛果柃木
果實被紅色肉質假種皮包裹,1,leaf_texture,succulent,rule:texture,紅豆杉科
果實近球形帶有宿存柱頭,1,fruit_shape,globose,rule:fruit,清水山小檗
果實近球形瓣裂,1,fruit_shape,globose,rule:fruit,柏格草
果實開裂方式特殊：蒴片自基部向上彈捲,1,,,UNMAPPED,碎米薺屬
果實離生脈隆起,1,,,UNMAPPED,水芹菜
果實顏色多樣黑色或球形,1,fruit_shape,globose,rule:fruit,山龍眼屬
果實顏色：成熟時果實呈藍黑色,1,,,UNMAPPED,青楊梅
果實顏色：成熟果實通常呈現紅色或黃色,1,,,UNMAPPED,大冇榕
果實風味獨特,1,,,UNMAPPED,蘭嶼麵包樹
果序柄長度與形狀：美洲商陸果序柄下垂且長於25cm種子平滑日本商陸果序柄直立且短於2cm種子有環紋,1,,,UNMAPPED,商陸科
果序苞片長13-18cm,1,,,UNMAPPED,阿里山千金榆
果序苞片長度約09-10cm,1,,,UNMAPPED,太魯閣千金榆
果時宿存花被片具有鋸齒緣或全緣,1,leaf_margin,entire,rule:margin,香蓼(粘毛蓼)
果梗常彎曲,1,,,UNMAPPED,黃花狸藻
果皮綠色帶紅色並有紅斑,1,,,UNMAPPED,二角菱(赤菱、菱)
果皮難剝離,1,,,UNMAPPED,柳橙
果胞子體無融合細胞的產生,1,,,UNMAPPED,中葉藻
果胞枝於皮質細胞絲下部的分叉部位產生並形成攀匐的絲狀產胞絲,1,,,UNMAPPED,絲擬藻
果胞枝由3個細胞組成,1,,,UNMAPPED,擬日本鮮奈藻
果胞枝由3個細胞組成下足細胞產生4個大的細胞以及3-4個小的基細胞,1,,,UNMAPPED,鈍乳節藻
果胞枝由3個細胞組成囊果具開口且末熟時呈棍棒狀,1,,,UNMAPPED,緣乳節藻
果胞枝由3～4個細胞組成並具有發育良好的不孕絲,1,,,UNMAPPED,彭苞粉枝藻
果胞枝由3～4細胞組成不孕絲與皮質細胞不同,1,,,UNMAPPED,波氏粉枝藻
果胞枝由4個細胞組成囊果開口呈延伸狀,1,,,UNMAPPED,環節藻
果胞枝由4個細胞組成支持細胞為主要或次要輪生枝的基部細胞所演變,1,leaf_arrangement,whorled,contains:輪生,羽狀喜毛藻
果頂環圈,1,,,UNMAPPED,柳橙
果香味,1,,,UNMAPPED,含笑
果鱗向外彎曲,1,,,UNMAPPED,臺灣五葉松
果鱗脫落,1,,,UNMAPPED,臺灣冷杉
果鱗菱狀四方形,1,,,UNMAPPED,黃山松
果鱗頂端向外彎曲,1,,,UNMAPPED,臺灣五葉松
枝幹上有瘤狀斑點常被鱗片,1,,,UNMAPPED,水冬瓜屬
枝幹有刺,1,,,UNMAPPED,小檗屬
枝幹有瘤狀斑點且覆蓋鱗片,1,,,UNMAPPED,水冬瓜屬
枝幹粗壯,1,,,UNMAPPED,穗花棋盤腳
枝幹通常有刺,1,,,UNMAPPED,小檗屬
枝條上密佈許多小枝頂端呈現簇狀外觀,1,,,UNMAPPED,裸乾沙菜
枝條不規則分枝且不在同一平面上,1,,,UNMAPPED,布士藻
枝條傾斜並逐漸變窄先端只剩下中肋部,1,,,UNMAPPED,孢子雙叉蘚
枝條具有明顯的節線,1,,,UNMAPPED,環節藻
枝條分叉呈羽叉狀側枝彼此緊貼,1,,,UNMAPPED,硬盾果藻
枝條分枝不規則且回數少帶有短小側生小枝,1,,,UNMAPPED,繁枝鋸齒藻
枝條分枝僅由中肋發出,1,,,UNMAPPED,脈膜藻
枝條分枝少或不分枝呈現扁平狀的葉片,1,,,UNMAPPED,夏威夷黏枝藻
枝條分枝角度大且下部常呈扁平狀,1,,,UNMAPPED,日本杜蠕藻
枝條初期有毛後平滑的特徵,1,,,UNMAPPED,黃肉樹
枝條及枝軸呈緞帶狀略微扭轉,1,,,UNMAPPED,尖葉內捲藻
